Deputado,Partido,Estado,Voto,Gênero,Fala,
Waldir Maranhão,PP,MA,Não,M,"Sr. Presidente, Sras. e Srs. Deputados, todos nós estamos emocionados. Todos nós estamos atentos, julgando a nós próprios, respeitando consciências. Eu quero dizer que o Partido Progressista firmou questão. Mas, em desacordo com a posição do meu partido, eu quero dizer, meu Presidente querido, que continuarei sendo leal à sua pessoa, como Presidente desta Casa. E quero dizer ao meu Governador, do Estado do Maranhão, Flávio Dino, que sonhou com a mudança, que vai transformar o nosso Estado... Em defesa da Constituição, em defesa da democracia, voto não ao golpe, contra o impeachment.",
Weverton Rocha,PDT,MA,Não,M,"Sr. Presidente, eu cheguei a esta Casa e estou no meu segundo mandato. Agradeço a brava militância do meu único partido, da militância da juventude socialista do PDT. Percorri meu caminho, lutei ao lado do Dr. Jackson e sei que, se ele estivesse aqui, assim como qualquer defensor da Constituição, não ousaria em dizer não a esta tentativa de golpe que está sendo dada aqui.",
Zé Carlos,PT,MA,Não,M,"Por esta Constituição que eu jurei aqui defender, em defesa da democracia, sou contra um processo que, na sua essência, no seu mérito, jamais deveria ter sido aceito nesta Casa, sou contra ter na Presidência a dupla Eduardo Cunha e Temer, sou contra, Sr. Presidente.",
Adail Carneiro,PP,CE,Sim,M,"Eu gostaria, incialmente, de pedir licença a todos os Parlamentares desta Casa, ao Sr. Presidente, para reconhecer o trabalho belíssimo que o ex-Presidente Lula fez pelo nosso Brasil, dando oportunidade às pessoas mais pobres, que nada tinham durante governos anteriores. Quero pedir desculpas a ele, ao ex-Governador Cid Gomes, que também fez muito pelo nosso povo cearense, à Presidenta Dilma; ao Governador Camilo Santana, mas eu não posso deixar de atender aos pedidos que chegam a mim, pelas redes sociais (palmas), para que nós demos uma nova oportunidade ao povo brasileiro, tão necessária, diante dessa crise política que levou a uma economia desastrada, desenfreada, desandada. Hoje, por fazer parte do PP, o que muito me orgulha, e por este partido ter fechado questão, eu não poderia emitir meu voto de forma diferente. Meu voto é sim.",
Aníbal Gomes,PMDB,CE,Ausente,M,,
Ariosto Holanda,PDT,CE,Não,M,"Sr. Presidente, em defesa da democracia, em defesa do Estado de Direito, pelo crescimento das nossas universidades federais, dos institutos federais e pela população mais pobre deste País, o meu voto é não.",
Arnon Bezerra,PTB,CE,Não,M,"Na dificuldade, nós não podemos nos eximir da responsabilidade. Consciente da minha decisão, em nome da minha família, do povo de Juazeiro, do Crato, de Barbalha, da maioria do Cariri e da maioria do Ceará, em homenagem ao povo nordestino e respeitando a decisão do povo brasileiro, o meu voto é não.",
Cabo Sabino,PR,CE,Sim,M,"Presidenta Dilma, V.Exa. está sentindo o que 10 milhões de brasileiros sentiram quando receberam o aviso prévio de perda dos seus empregos. V.Exa. também está perdendo o seu emprego. Tchau, querida, não precisa voltar! Eu voto sim.",
Chico Lopes,PCdoB,CE,Não,M,"Calma, gente! Eu estou emocionado. Eu pensei que vinha para uma reunião política, mas vim para o encontro de bons maridos e bons pais. Não fala ninguém que é desonesto, mas quando olho a cara, vejo bem uns cabras que já estiveram na Veja, estiveram na Lava-Jato, estiveram na imprensa, só não estiveram nas páginas sociais. Portanto, em nome de 54 milhões de brasileiros, eu voto ""não"" contra a ditadura desses cabras.",
Danilo Forte,PSB,CE,Sim,M,"Sr. Presidente, Sras. e Srs. Deputados, o Ceará é feito por homens e mulheres de bem. Em respeito ao meu povo, que me mandou para cá não para ser achincalhado, não para ser chamado de covarde, de picareta, de vendilhão do voto, mas para ter a honradez de um povo que precisa reconstruir a esperança, de um povo que foi enganado no castelo de mentiras que elegeu a Presidenta Dilma, no segundo mandato de um Governo que cometeu erros que o Advogado-Geral da União não conseguiu defender, pois são indefensáveis, e para garantir o respeito à Constituição brasileira e a responsabilidade fiscal, eu voto sim ao afastamento da Presidenta Dilma.",
Domingos Neto,PSD,CE,Não,M,"Solução para o nosso País só pode existir se for através da democracia. Apresentei nesta Casa, com apoio da maioria, projeto que convoca plebiscito popular para que a população diretamente decida o nosso futuro. Qualquer solução fora disso não pode ser respeitada por um País que tanto lutou pela democracia. Sou contra eleições indiretas. Sou a favor da democracia e voto não ao impeachment.",
Genecias Noronha,SD,CE,Sim,M,"Sr. Presidente, em nome dos 221 mil que em mim votaram e acreditaram, em nome do meu Parambu, do meu Estado do Ceará e do povo brasileiro, o meu voto é sim.",
Gorete Pereira,PR,CE,Abstenção,F,"Pela Constituição brasileira, contra a corrupção do meu País e também respeitando a diminuição das desigualdades sociais, querendo uma eleição nova para este Brasil, eu tenho que me abster, porque não posso acreditar nem em uma chapa nem na outra. Eu me abstenho.",
José Airton Cirilo,PT,CE,Não,M,"Sr. Presidente, telespectadores do Brasil, eu dei a minha juventude em defesa da liberdade, da justiça, do direito e pela democracia. Em nome da democracia que conquistamos, em respeito à Constituição brasileira, porque eu não vi aqui os argumentos daqueles que propagaram o voto sim, dizendo a causa dessa admissibilidade. Quase ninguém disse que a acusação contra a Presidente Dilma são as pedaladas fiscais. Todos nós sabemos que isso é uma grande hipocrisia porque todos os governos praticaram pedaladas fiscais. Portanto, a Presidente Dilma não cometeu crime nenhum. Por isso, em nome da democracia, em respeito à Constituição brasileira, em nome da dignidade do povo brasileiro e em respeito à Presidente Dilma, que é uma mulher honrada, séria e comprometida com o povo brasileiro, eu voto não a esse golpe parlamentar.",
José Guimarães,PT,CE,Não,M,"Sras. e Srs. Parlamentares, brasileiros e brasileiras, povo cearense, é importante, neste momento, em nome dos milhões de pessoas que estão nas ruas — como mostra aquela foto —, em nome dos milhares de cearenses que estão em Fortaleza, em nome dos 54 milhões de votos da Presidenta Dilma, em nome dos mais humildes e daqueles que estão nos assistindo, nós todos dizemos não ao golpe, pela democracia. Meu voto é não, Sr. Presidente.",
Leônidas Cristino,PDT,CE,Não,M,"Parlamentares aqui presentes, minhas irmãs e meus irmãos cearenses e brasileiros, vejam o que está acontecendo: um réu no Supremo Tribunal Federal está presidindo a sessão para fazer o impeachment de uma Presidente honrada e inocente. Isso não pode acontecer. O Brasil não merece isso. O meu voto é não!",
Luizianne Lins,PT,CE,Não,F,"Pela juventude deste País, pelas mulheres guerreiras, pela população LGBT, pelos quilombolas, pelos trabalhadores do campo e da cidade, pelas pessoas com deficiência, por todos aqueles e aquelas que ousam sonhar, pelo fim da corrupção e para que em nosso País a esperança continue vencendo o medo, meu voto é não.",
Macedo,PP,CE,Não,M,"Sr. Presidente, na adversidade é que se conhece o caráter dos homens. Em respeito à minha família e à Constituição e por uma democracia plena no nosso País, eu voto não.",
Moroni Torgan,DEM,CE,Sim,M,"Contra o golpe, pelo Estado Democrático de Direito, pela Constituição, pela Pátria, pelos maravilhosos cearenses que confiam em mim, eu voto sim, Sr. Presidente!",
Moses Rodrigues,PMDB,CE,Sim,M,"Sr. Presidente, Sras. e Srs. Deputados, diante de falsas promessas, como a refinaria do Estado do Ceará, pelo fim dos coronéis do meu Estado, sustentados pelo Governo da Presidente Dilma, pela dignidade de todos os cearenses e também pelo povo de Sobral, eu sou pela mudança. Eu voto sim, Sr. Presidente!",
Odorico Monteiro,PROS,CE,Não,M,"Sr. Presidente, pela minha geração, que foi às ruas enfrentar a ditadura e o golpe, para que os meus filhos, Daniel e Sofia, só conheçam o golpe pelos livros, em defesa do Sistema Único de Saúde e dos avanços que nós tivemos nos Governos Lula e Dilma, eu sou contra o impeachment sem crime de responsabilidade. Não ao golpe! Não ao impeachment!",
Raimundo Gomes de Matos,PSDB,CE,Sim,M,"Sr. Presidente, em defesa do povo cearense, em apoio aos milhares de fortalezenses que estão, neste momento, na Praça Portugal, pelo fortalecimento dos Municípios brasileiros a partir de Maranguape, Maracanaú, na região metropolitana, e acima de tudo pela esperança do povo brasileiro, por um desenvolvimento socioeconômico justo para o nosso País, nós votamos sim pelo impeachment.",
Ronaldo Martins,PRB,CE,Sim,M,"Pelo povo de Deus, em defesa da família, tão atacada por este Governo, em nome do povo do meu Estado do Ceará, tão enganado por este Governo, pelo meu partido, pelo PRB, que segue unido, o meu voto é sim.",
Vicente Arruda,PDT,CE,Não,M,Voto não ao impeachment.,
Vitor Valim,PMDB,CE,Sim,M,"Para que a esperança possa vencer o medo, em nome de mais de 10 milhões de brasileiros desempregados, em nome do meu Estado do Ceará e dos verdadeiros golpistas que não cumpriram a promessa da refinaria nem do metrô, em nome do meu povo de Fortaleza — um abraço a todos vocês que estão na Praça Portugal —, meu voto é sim. Fora, PT!",
Alessandro Molon,Rede,RJ,Não,M,"Porque prometi defender a Constituição quando cheguei a esta Casa, porque não há crime de responsabilidade no parecer do Relator, porque respeito o voto do eleitor brasileiro e porque luto pela democracia no meu País, meu voto convicto é não.",
Alexandre Serfiotis,PMDB,RJ,Sim,M,"Sr. Presidente, por Deus, em homenagem ao meu pai, Jorge Serfiotis, à minha família e aos meus amigos, por uma saúde digna, pela minha cidade de Porto Real, no Estado do Rio de Janeiro, eu voto sim.",
Alexandre Valle,PR,RJ,Sim,M,"Sr. Presidente, pela minha família, pelos meus filhos, pelo povo do Estado do Rio de Janeiro e pela população de Itaguaí, ordeira e trabalhadora, eu voto sim.",
Altineu Côrtes,PMDB,RJ,Sim,M,"Respeitando o sentimento de cada brasileiro, pelos brasileiros mais humildes, que estão sofrendo, pelas nossas cidades de Itaboraí, de São Gonçalo e de Niterói, pelo desejo da maioria dos eleitores, pelo Brasil e para derrubar esse muro, eu voto sim.",
Arolde de Oliveira,PSC,RJ,Sim,M,"Sr. Presidente, com esperança, com amor e com muita fé na restauração do Brasil, eu voto como o povo quer que eu vote, como o povo do Rio de Janeiro, que eu amo, quer eu vote e como minha família me orientou a votar. Eu voto sim, Sr. Presidente.",
Aureo,SD,RJ,Sim,M,"Feliz a nação cujo Deus é Senhor! Sr. Presidente, eu acredito nisso. Como Parlamentar do Estado do Rio de Janeiro, representando aqui não só o Estado, mas a minha cidade de Duque de Caxias, com a responsabilidade de chegar a casa e olhar meus filhos e a minha família, eu voto sim. Sr. Presidente, quero, ao olhar para os meus filhos, Gabriel e Alice, construir um futuro melhor e encher de esperança este Brasil. Eu voto sim. Fora, Dilma! Fora PT!",
Benedita da Silva,PT,RJ,Não,F,"Sr. Presidente, em nome da Constituição a que eu me comprometi em cumprir, em nome do respeito a ela, em nome dos pobres e necessitados deste País, em respeito aos 54 milhões de votos concedidos pelo povo brasileiro à Presidenta Dilma, em nome dos que ainda têm fome e sede de justiça, entendendo que o reino dividido não prospera, eu quero dizer não ao golpe.",
Cabo Daciolo,PTdoB,RJ,Sim,M,"Glória a Deus! Sr. Presidente, todos aqui ouviram eu falar Fora, Dilma!, Fora, Michel Temer!, Fora, Eduardo Cunha!, Fora, Rede Globo, mentirosa, que fica difamando pessoas. Vocês podem ser grandes aos olhos do homem, mas, para Deus, vocês são pequenininhos. Em nome do Senhor Jesus, eu profetizo a queda dos senhores a partir de hoje. E venho dizer aqui, pelos militares das Forças Armadas que estão sendo sucateados há anos, pelos militares da segurança pública que estão morrendo todos os dias, pelos militares que estão agora, inativos e pensionistas, sem salário, Fora, Pezão!, Fora, Dornelles!. Chega de corrupção! O meu voto é sim. Glória a Deus! Feliz a nação cujo Deus é o Senhor.",
Celso Pansera,PMDB,RJ,Não,M,"É necessário que se mantenha a coerência com aquilo que nós acreditamos e aquilo que nós defendemos por toda uma vida. É necessário manter a esperança daqueles que ainda esperam ter uma casa própria com o Minha Casa, Minha Vida, de milhares de famílias na Baixada Fluminense que dependem do Bolsa Família. Em homenagem às centenas de amigos, professores, pesquisadores, que têm enviado mensagens para mim nos últimos dias, pedalada fiscal não é crime, eu voto não.",
Chico Alencar,PSOL,RJ,Não,M,"Contra a hipocrisia que faz corruptos se tornarem arautos da moralidade pública (palmas), contra o condutor ilegítimo dessa farsa, que está ali sentado à Presidência da Mesa da Câmara, por uma reforma política radical, com participação popular, que tire o poder da grana do sistema degenerado, pelos direitos da população, do povo que luta por terra, trabalho e dignidade. Contra esse processo de farsa. Quero falar! Não à demagogia, à mentira e à escalada reacionária. O nosso voto é não.",
Chico D Angelo,PT,RJ,Não,M,"Em defesa da democracia, da Constituição e do mandato da Presidenta Dilma, uma mulher honesta e correta, que foi legitimamente eleita e que não cometeu nenhum crime, eu voto contra o golpe.",
Clarissa Garotinho,PR,RJ,Ausente,F,,
Cristiane Brasil,PTB,RJ,Sim,F,"Sr. Presidente, obrigada por permitir a todo o povo brasileiro esta data que estamos vivendo hoje. Há 11 anos, meu pai perdeu seu mandato porque disse a verdade, quando muitos aqui disseram que o que ele estava falando era mentira. Portanto, hoje, em homenagem ao meu pai, Roberto Jefferson, à verdade, à democracia, o meu voto é sim.",
Deley,PTB,RJ,Sim,M,"Sr. Presidente, observando, nesses meus quatro mandatos, a intolerância, o ódio e, às vezes, até a falta de respeito que vi nesta Casa, lembrei-me de uma frase da época que ainda jogava futebol se não me engano, de Tancredo Neves: Briguem as ideias, não briguem os homens. Que o nosso dia possa terminar bem! Eu voto sim, Sr. Presidente.",
Dr. João,PR,RJ,Sim,M,"Sr. Presidente, não sou golpista nem sou fascista. Estou votando aqui em nome do Brasil, do meu Estado do Rio de Janeiro, da minha cidade de São João de Meriti. O meu voto é pela minha família, pelos meus eleitores e pelo meu País. Que Deus nos abençoe! Voto sim ao impeachment!",
Eduardo Cunha,PMDB,RJ,Sim,M,Que Deus tenha misericórdia desta Nação. Voto sim.,
Ezequiel Teixeira,PTN,RJ,Sim,M,"Sr. Presidente, parafraseando o pastor Martin Luther King, nós não somos ainda aquilo que gostaríamos de ser. Não sabemos em quanto tempo seremos aquilo que gostaríamos de ser. Mas uma coisa é certa: nunca mais seremos os mesmos. Eu quero homenagear os mais de 50 milhões de evangélicos do Brasil, a Nação Cara de Leão, a minha querida família, a minha esposa Márcia Teixeira, os meus filhos, Diego e Tati Teixeira, por um tempo novo contra essa corrupção. Voto sim ao impeachment!",
